time,line color,cell load
855,Coverage Cell,9.578947368421053
855,Coverage Cell,9.543859649122808
853,Coverage Cell,9.508771929824562
853,Coverage Cell,9.473684210526317
851,Coverage Cell,9.43859649122807
851,Coverage Cell,9.368421052631579
849,Coverage Cell,9.333333333333334
849,Coverage Cell,9.263157894736842
846,Coverage Cell,9.228070175438596
846,Coverage Cell,9.12280701754386
844,Coverage Cell,9.087719298245613
844,Coverage Cell,8.912280701754387
842,Coverage Cell,8.87719298245614
842,Coverage Cell,8.771929824561404
840,Coverage Cell,8.736842105263158
840,Coverage Cell,8.56140350877193
838,Coverage Cell,8.526315789473685
838,Coverage Cell,8.385964912280702
835,Coverage Cell,8.350877192982455
835,Coverage Cell,8.280701754385964
833,Coverage Cell,8.24561403508772
833,Coverage Cell,8.070175438596491
831,Coverage Cell,8.035087719298247
831,Coverage Cell,7.964912280701755
827,Coverage Cell,7.894736842105264
824,Coverage Cell,7.894736842105264
822,Coverage Cell,7.9298245614035086
822,Coverage Cell,7.964912280701755
820,Coverage Cell,8.0
820,Coverage Cell,8.035087719298247
818,Coverage Cell,8.070175438596491
818,Coverage Cell,8.140350877192983
816,Coverage Cell,8.17543859649123
